time,x,y,z,force,res
2.092145454,0.246615,-0.000289197,0.345686,0.0503707,0
2.092225751,0.246615,-0.000289197,0.345686,0.0503707,0
2.112285819,0.247,-0.000194908,0.345183,0.0503574,0
2.132286579,0.247,-0.000194908,0.345183,0.0503574,0
2.152307287,0.246923,-0.000100193,0.345145,0.0503307,0
2.172289627,0.246923,-0.000100193,0.345145,0.0503389,0
2.192244967,0.247,-0.000100058,0.345232,0.0503484,0
2.212307652,0.247077,0.000183947,0.344816,0.0503368,0
2.232288507,0.247077,0.000183947,0.344816,0.0503509,0
2.252289769,0.246769,8.9288e-05,0.345531,0.0503719,0
2.272305964,0.246769,8.9288e-05,0.345531,0.0503515,0
2.292301260,0.246923,-5.53194e-06,0.345164,0.0503385,0
2.312314627,0.246616,-5.45853e-06,0.345561,0.0503385,0
2.332289749,0.246616,-5.45853e-06,0.345561,0.0503174,0
2.352283641,0.246769,0.000183905,0.345444,0.0503221,0
2.372298473,0.246769,0.000183905,0.345444,0.0502905,0
2.392293210,0.246846,-0.000194374,0.345281,0.0502905,0
2.412282722,0.246615,-9.98804e-05,0.345667,0.0503023,0
2.432286013,0.246615,-9.98804e-05,0.345667,0.0503306,0
2.452283351,0.246846,-0.00010011,0.345406,0.0503321,0
2.472297206,0.246846,-0.00010011,0.345406,0.0503333,0
2.492281800,0.24677,-0.000100128,0.345319,0.0503226,0
2.512287835,0.246923,-0.000194858,0.345357,0.0503226,0
2.532281645,0.246923,-0.000194858,0.345357,0.0503468,0
2.552417384,0.246846,8.92007e-05,0.345319,0.0503238,0
2.572299689,0.246846,8.92007e-05,0.345319,0.0503082,0
2.592281781,0.247076,-0.000289612,0.344845,0.0503474,0
2.613732738,0.24677,-5.43033e-06,0.345338,0.0503344,0
2.632284735,0.24677,-5.43033e-06,0.345338,0.0503457,0
2.652286937,0.246693,-0.000100076,0.345357,0.0503457,0
2.672296586,0.246693,-0.000100076,0.345357,0.0503465,0
2.692283642,0.247,8.93237e-05,0.345164,0.0503465,0
2.712295081,0.246846,-5.4117e-06,0.345357,0.0503118,0
2.732283224,0.246846,-5.4117e-06,0.345357,0.0503084,0
2.752281216,0.246846,-0.000100132,0.345444,0.0503503,0
2.772282321,0.246846,-0.000100132,0.345444,0.0503503,0
2.792294288,0.247077,0.000183924,0.344884,0.0503667,0
2.812311375,0.24677,8.91419e-05,0.345319,0.0503667,0
2.832286320,0.24677,8.91419e-05,0.345319,0.0503697,0
2.852430271,0.247077,8.9389e-05,0.345232,0.0503697,0
2.872283214,0.247077,8.9389e-05,0.345232,0.0503362,0
2.892282661,0.246538,8.91006e-05,0.345841,0.0503393,0
2.912290716,0.246616,-5.48706e-06,0.345493,0.0503414,0
2.932299135,0.246616,-5.48706e-06,0.345493,0.0503525,0
2.952301965,0.246923,-5.49648e-06,0.345338,0.0503525,0
2.972291702,0.246923,-5.49648e-06,0.345338,0.0503579,0
2.992295575,0.24723,-0.000100517,0.344709,0.0503685,0
3.012286543,0.247,-5.4874e-06,0.345058,0.0503708,0
3.032292914,0.247,-5.4874e-06,0.345058,0.0503807,0
3.052288651,0.247077,-5.33646e-06,0.344932,0.0503643,0
3.072286077,0.247077,-5.33646e-06,0.344932,0.050371,0
3.092822851,0.246923,-0.000100246,0.345319,0.050371,0
3.112288573,0.246923,-0.000100246,0.345319,0.0503673,0
3.132337433,0.246923,-0.000100246,0.345319,0.0503563,0
3.152302298,0.246769,8.93017e-05,0.345599,0.0503484,0
3.172289121,0.246769,8.93017e-05,0.345599,0.0503539,0
3.192297677,0.246846,-0.000289475,0.345232,0.0503642,0
3.212299686,0.246693,-9.96591e-05,0.345455,0.0503642,0
3.232285029,0.246693,-9.96591e-05,0.345455,0.0503388,0
3.252287602,0.246846,-5.56356e-06,0.345406,0.0503449,0
3.272298650,0.246846,-5.56356e-06,0.345406,0.0503546,0
3.292286112,0.246769,-5.4381e-06,0.345444,0.0503302,0
3.312284147,0.246693,0.000278353,0.345319,0.050354,0
3.332326091,0.246693,0.000278353,0.345319,0.050354,0
3.352286232,0.247,-5.48261e-06,0.345009,0.0503505,0
3.372284951,0.247,-5.48261e-06,0.345009,0.0503603,0
3.392921492,0.246923,0.000183936,0.345232,0.0503516,0
3.412283662,0.246693,-5.33215e-06,0.345531,0.0503506,0
3.432287984,0.246693,-5.33215e-06,0.345531,0.0503597,0
3.452290030,0.246692,0.000373065,0.345705,0.0503523,0
3.472282456,0.246692,0.000373065,0.345705,0.0503523,0
3.492303517,0.246846,-0.000100121,0.345425,0.0503675,0
3.512286630,0.24677,8.93016e-05,0.345164,0.0503522,0
3.532298884,0.24677,8.93016e-05,0.345164,0.0503375,0
3.552285489,0.246693,-5.47056e-06,0.345357,0.0503495,0
3.572295336,0.246693,-5.47056e-06,0.345357,0.0503495,0
3.592261389,0.246846,8.92164e-05,0.345251,0.050351,0
3.612308186,0.246846,0.000183882,0.345183,0.0503348,0
3.632285199,0.246846,0.000183882,0.345183,0.0503525,0
3.652300457,0.246846,-5.49304e-06,0.345319,0.0503509,0
3.672283589,0.246846,-5.49304e-06,0.345319,0.0503509,0
3.692319258,0.247153,8.93319e-05,0.345096,0.0503419,0
3.712294557,0.247,8.93418e-05,0.345145,0.0503455,0
3.732260501,0.247,8.93418e-05,0.345145,0.0503579,0
3.752304437,0.247077,8.93898e-05,0.345019,0.050333,0
